Iteration,Timestamp,Namespace,Service,Timeout(s),Delay(s),Rate,Duration,Total,SuccessRatio(%),SuccessCount,Errors,TimeoutHits,TimeoutHitRate(%),TimeoutAccuracyMean(ms),TimeoutAccuracyP95(ms),WastedTimeMean(ms),WastedTimeP95(ms),P95_200(ms),P99_200(ms)
12,20250826_074955,objs-fed,backend,1,1,60,60s,3600,53.44,1924,1676,1676,46.555556,0,0,0,0,1012.329227,1049.695153
13,20250826_075057,objs-fed,backend,1,1,60,60s,3600,51.75,1863,1737,1737,48.25,13.567227,58.6106,1013.567227,1058.610624,0,0
14,20250826_075200,objs-fed,backend,1,1,60,60s,3600,50.06,1802,1798,1798,49.944444,0,0,0,0,1014.025681,1051.116205
15,20250826_075303,objs-fed,backend,1,1,60,60s,3600,52.28,1882,1718,1718,47.722222,14.747548,68.8092,1014.747548,1068.809241,0,0
16,20250826_075406,objs-fed,backend,1,1,60,60s,3600,53.53,1927,1673,1673,46.472222,0,0,0,0,1011.179175,1045.442949
17,20250826_075508,objs-fed,backend,1,1,60,60s,3600,53.19,1915,1685,1685,46.805556,0,0,0,0,1012.681158,1045.301191
18,20250826_075610,objs-fed,backend,1,1,60,60s,3600,49.94,1798,1802,1802,50.055556,0,0,0,0,1011.825295,1025.218751
19,20250826_075712,objs-fed,backend,1,1,60,60s,3600,48.72,1754,1846,1846,51.277778,15.234324,69.7974,1015.234324,1069.797396,0,0
20,20250826_075815,objs-fed,backend,1,1,60,60s,3600,49.92,1797,1803,1803,50.083333,14.760204,72.3821,1014.760203,1072.382062,0,0
21,20250826_075917,objs-fed,backend,1,1,60,60s,3600,53.44,1924,1676,1676,46.555556,15.045958,68.6946,1015.045958,1068.6946,0,0
22,20250826_080023,objs-fed,backend,1,1,60,60s,3600,51.03,1837,1763,1763,48.972222,0,0,0,0,1013.360043,1051.19958
23,20250826_080126,objs-fed,backend,1,1,60,60s,3600,50.69,1825,1775,1775,49.305556,14.847952,66.8333,1014.847951,1066.833336,0,0
24,20250826_080229,objs-fed,backend,1,1,60,60s,3600,50.97,1835,1765,1765,49.027778,0,0,0,0,1011.891681,1046.084834
25,20250826_080331,objs-fed,backend,1,1,60,60s,3600,52.14,1877,1723,1723,47.861111,16.095522,72.8788,1016.095522,1072.87878,0,0
26,20250826_080433,objs-fed,backend,1,1,60,60s,3600,49.56,1784,1816,1816,50.444444,14.1263,62.5869,1014.1263,1062.586887,0,0
27,20250826_080535,objs-fed,backend,1,1,60,60s,3600,53.67,1932,1668,1668,46.333333,0,0,0,0,1012.551711,1061.651669
28,20250826_080638,objs-fed,backend,1,1,60,60s,3600,49.64,1787,1813,1813,50.361111,0,0,0,0,1011.712429,1044.460508
29,20250826_080740,objs-fed,backend,1,1,60,60s,3600,50.42,1815,1785,1785,49.583333,0,0,0,0,1012.566135,1055.408153
30,20250826_080842,objs-fed,backend,1,1,60,60s,3600,51.69,1861,1739,1739,48.305556,0,0,0,0,1012.053403,1028.662754
31,20250826_080944,objs-fed,backend,1,1,60,60s,3600,52.25,1881,1719,1719,47.75,13.874948,59.9412,1013.874948,1059.941217,0,0
32,20250826_081046,objs-fed,backend,1,1,60,60s,3600,50.42,1815,1785,1785,49.583333,0,0,0,0,1013.548387,1049.319086
33,20250826_081149,objs-fed,backend,1,1,60,60s,3600,54.11,1948,1652,1652,45.888889,12.983949,63.9059,1012.983948,1063.905922,0,0
34,20250826_081251,objs-fed,backend,1,1,60,60s,3600,51.31,1847,1753,1753,48.694444,13.979167,69.0089,1013.979167,1069.008883,0,0
35,20250826_081354,objs-fed,backend,1,1,60,60s,3600,51.72,1862,1738,1738,48.277778,0,0,0,0,1012.261681,1031.455464
36,20250826_081456,objs-fed,backend,1,1,60,60s,3600,52.53,1891,1709,1709,47.472222,14.119242,66.697,1014.119242,1066.69705,0,0
37,20250826_081558,objs-fed,backend,1,1,60,60s,3600,52.75,1899,1701,1701,47.25,0,0,0,0,1012.234339,1043.51748
38,20250826_081700,objs-fed,backend,1,1,60,60s,3600,53.56,1928,1672,1672,46.444444,14.368362,68.3196,1014.368363,1068.319641,0,0
39,20250826_081803,objs-fed,backend,1,1,60,60s,3600,51.92,1869,1731,1731,48.083333,0,0,0,0,1012.505906,1044.617409
40,20250826_081905,objs-fed,backend,1,1,60,60s,3600,51.89,1868,1732,1732,48.111111,0,0,0,0,1012.046337,1036.977972
41,20250826_082007,objs-fed,backend,1,1,60,60s,3600,50.89,1832,1768,1768,49.111111,14.281203,61.7329,1014.281203,1061.732869,0,0
42,20250826_082110,objs-fed,backend,1,1,60,60s,3600,54.64,1967,1633,1633,45.361111,0,0,0,0,1013.007695,1051.320714
43,20250826_082212,objs-fed,backend,1,1,60,60s,3600,50.47,1817,1783,1783,49.527778,0,0,0,0,1013.008776,1055.213544
44,20250826_082315,objs-fed,backend,1,1,60,60s,3600,48.61,1750,1850,1850,51.388889,0,0,0,0,1013.153932,1042.178486
45,20250826_082417,objs-fed,backend,1,1,60,60s,3600,51.03,1837,1763,1763,48.972222,13.97387,60.5244,1013.97387,1060.52436,0,0
46,20250826_082519,objs-fed,backend,1,1,60,60s,3600,54.5,1962,1638,1638,45.5,0,0,0,0,1012.62384,1055.460418
47,20250826_082621,objs-fed,backend,1,1,60,60s,3600,51.22,1844,1756,1756,48.777778,13.401979,63.1173,1013.401981,1063.117312,0,0
48,20250826_082723,objs-fed,backend,1,1,60,60s,3600,52.36,1885,1715,1715,47.638889,14.281664,60.4721,1014.281664,1060.472069,0,0
49,20250826_082826,objs-fed,backend,1,1,60,60s,3600,51.78,1864,1736,1736,48.222222,15.771034,72.1232,1015.771034,1072.123195,0,0
50,20250826_082928,objs-fed,backend,1,1,60,60s,3600,35.31,1271,2329,2329,64.694444,10.783364,48.4035,1010.783364,1048.403483,0,0
51,20250826_083032,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,9.715693,41.0796,1009.715556,1041.079563,0,0
52,20250826_083135,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,9.908245,43.6338,1009.908245,1043.633793,0,0
53,20250826_083237,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,9.892653,38.6873,1009.892444,1038.687276,0,0
54,20250826_083339,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.081263,46.4805,1011.081159,1046.480516,0,0
55,20250826_083441,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,10.961306,41.4959,1010.96112,1041.495937,0,0
56,20250826_083543,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.008905,37.594,1011.00884,1037.594014,0,0
57,20250826_083645,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.275612,40.2444,1011.275612,1040.244401,0,0
58,20250826_083747,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.30542,39.4455,1011.30542,1039.445523,0,0
59,20250826_083849,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,10.932541,35.6652,1010.932541,1035.665218,0,0
60,20250826_083952,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.058172,41.8459,1011.058172,1041.845937,0,0
61,20250826_084054,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.384908,38.9735,1011.384908,1038.973451,0,0
62,20250826_084156,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.124144,42.3603,1011.124143,1042.360301,0,0
63,20250826_084258,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.172929,39.1945,1011.172929,1039.194516,0,0
64,20250826_084400,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.404885,39.1763,1011.404884,1039.176328,0,0
65,20250826_084502,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.522013,41.1871,1011.522012,1041.187123,0,0
66,20250826_084605,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.209966,42.1306,1011.209966,1042.13061,0,0
67,20250826_084707,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.460494,40.3668,1011.460494,1040.366784,0,0
68,20250826_084809,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.285938,37.3443,1011.285938,1037.344338,0,0
69,20250826_084911,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.355029,41.2297,1011.355029,1041.229746,0,0
70,20250826_085013,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.221813,41.1753,1011.221813,1041.175295,0,0
71,20250826_085115,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.006923,36.0617,1011.006923,1036.061671,0,0
72,20250826_085217,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.189555,37.5055,1011.189555,1037.505503,0,0
73,20250826_085320,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.319972,44.8812,1011.319971,1044.88125,0,0
74,20250826_085422,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,10.982992,33.9588,1010.982993,1033.95876,0,0
75,20250826_085524,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.202415,40.215,1011.202415,1040.214972,0,0
76,20250826_085626,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.973828,47.239,1011.973828,1047.238961,0,0
77,20250826_085728,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.307506,47.1777,1011.307506,1047.177674,0,0
78,20250826_085830,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.565269,48.0939,1011.56527,1048.093901,0,0
79,20250826_085933,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.366024,38.5499,1011.366024,1038.549864,0,0
80,20250826_090035,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.786637,42.1215,1011.786637,1042.121534,0,0
81,20250826_090137,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.333765,46.1325,1011.333765,1046.13251,0,0
82,20250826_090240,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.777595,41.0043,1011.777595,1041.004305,0,0
83,20250826_090342,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.733814,45.0951,1011.733814,1045.095055,0,0
84,20250826_090444,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.316681,41.5032,1011.316681,1041.503238,0,0
85,20250826_090546,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,12.106133,48.6325,1012.106133,1048.632451,0,0
86,20250826_090648,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,10.840478,33.7447,1010.840477,1033.744693,0,0
87,20250826_090750,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.097433,38.0035,1011.097433,1038.003531,0,0
88,20250826_090852,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.265287,39.624,1011.265288,1039.624025,0,0
89,20250826_090955,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.971456,45.029,1011.971456,1045.028956,0,0
90,20250826_091057,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.90264,48.8763,1011.90264,1048.876333,0,0
91,20250826_091159,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.58388,46.2578,1011.583879,1046.257798,0,0
92,20250826_091301,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.538201,43.0249,1011.538201,1043.024873,0,0
93,20250826_091404,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.244222,39.9799,1011.244222,1039.979907,0,0
94,20250826_091506,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,10.958452,39.8718,1010.958452,1039.87178,0,0
95,20250826_091608,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.48078,47.4915,1011.48078,1047.491541,0,0
96,20250826_091710,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.419177,47.3699,1011.419177,1047.369884,0,0
97,20250826_091812,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.391207,44.2585,1011.391207,1044.258502,0,0
98,20250826_091914,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.309512,42.6987,1011.309512,1042.698749,0,0
99,20250826_092016,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.175216,38.8198,1011.175215,1038.819842,0,0
100,20250826_092118,objs-fed,backend,1,1.2,60,60s,3600,0,0,3600,3600,100,11.468606,45.6844,1011.468605,1045.684351,0,0
101,20250826_092222,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.432171,43.3982,1011.432171,1043.39817,0,0
102,20250826_092325,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.16758,38.0963,1011.16758,1038.096324,0,0
103,20250826_092427,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.763542,45.188,1011.763542,1045.188036,0,0
104,20250826_092529,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.377375,42.5311,1011.377375,1042.53107,0,0
105,20250826_092631,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.502756,45.1891,1011.502757,1045.189099,0,0
106,20250826_092734,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.276124,40.0239,1011.276124,1040.023928,0,0
107,20250826_092836,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.045428,41.54,1011.045427,1041.540006,0,0
108,20250826_092938,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.109519,42.5751,1011.109518,1042.575103,0,0
109,20250826_093040,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.376064,41.9774,1011.376065,1041.977428,0,0
110,20250826_093142,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.137453,37.4508,1011.137453,1037.450775,0,0
111,20250826_093244,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.378844,44.8603,1011.378845,1044.860342,0,0
112,20250826_093346,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.214062,43.2083,1011.214062,1043.20833,0,0
113,20250826_093448,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.940825,35.7389,1010.940825,1035.738872,0,0
114,20250826_093551,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.938824,37.2367,1010.938824,1037.236725,0,0
115,20250826_093653,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.810799,42.0896,1011.8108,1042.089643,0,0
116,20250826_093755,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.621298,41.747,1010.621297,1041.747008,0,0
117,20250826_093857,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.412138,41.6394,1010.412076,1041.63942,0,0
118,20250826_093959,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.617402,38.0464,1010.617374,1038.046383,0,0
119,20250826_094101,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.797446,40.2547,1010.797405,1040.254661,0,0
120,20250826_094204,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.330794,43.8362,1011.330793,1043.836232,0,0
121,20250826_094306,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.238425,40.1095,1011.238425,1040.109489,0,0
122,20250826_094408,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.972093,45.7231,1011.971995,1045.723084,0,0
123,20250826_094510,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.354808,46.6348,1011.354808,1046.634791,0,0
124,20250826_094612,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.979637,43.389,1010.979636,1043.38897,0,0
125,20250826_094714,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.434118,39.0974,1011.434118,1039.097415,0,0
126,20250826_094816,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.402128,38.322,1011.402128,1038.321974,0,0
127,20250826_094918,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.387934,42.5517,1011.387934,1042.551685,0,0
128,20250826_095021,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.415032,44.8253,1011.415032,1044.825292,0,0
129,20250826_095123,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.410731,41.403,1011.410731,1041.402958,0,0
130,20250826_095225,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.23965,43.2517,1011.23965,1043.251729,0,0
131,20250826_095327,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.48142,41.2902,1011.48142,1041.290178,0,0
132,20250826_095429,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.228878,39.5746,1011.228879,1039.57456,0,0
133,20250826_095531,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.954394,45.7849,1011.954395,1045.784863,0,0
134,20250826_095634,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.647139,43.3955,1011.647138,1043.395482,0,0
135,20250826_095736,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.885515,45.8702,1011.885515,1045.870155,0,0
136,20250826_095839,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.423632,45.7085,1011.423632,1045.708525,0,0
137,20250826_095941,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,12.444739,50.9141,1012.444739,1050.914147,0,0
138,20250826_100044,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.508659,47.0521,1011.508659,1047.052136,0,0
139,20250826_100146,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.467084,39.3686,1011.467083,1039.368644,0,0
140,20250826_100248,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.842068,41.3667,1011.842068,1041.366718,0,0
141,20250826_100351,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,10.963427,43.2917,1010.963353,1043.291717,0,0
142,20250826_100453,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,12.063749,47.0617,1012.063749,1047.061656,0,0
143,20250826_100555,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.648441,47.7017,1011.648441,1047.701661,0,0
144,20250826_100657,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.216923,40.1708,1011.216923,1040.170773,0,0
145,20250826_100759,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.379462,41.0245,1011.379462,1041.024512,0,0
146,20250826_100901,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.530844,42.6327,1011.530844,1042.632711,0,0
147,20250826_101003,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,12.321336,51.511,1012.321335,1051.510993,0,0
148,20250826_101105,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.589318,42.6939,1011.589318,1042.693886,0,0
149,20250826_101208,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.263413,37.65,1011.263414,1037.650008,0,0
150,20250826_101310,objs-fed,backend,1,1.5,60,60s,3600,0,0,3600,3600,100,11.490565,41.1768,1011.490565,1041.176824,0,0
